url,district,shopId,...
http://www.dianping.com/shop/45307087,石牌岭/街道口,"45307087
",{}
http://www.dianping.com/shop/18122019,江汉路步行街,"18122019
",{}
http://www.dianping.com/shop/66857997,洪山区,"66857997
",{}
http://www.dianping.com/shop/8123571,武汉广场,"8123571
",{}
http://www.dianping.com/shop/48071737,光谷/鲁巷,"48071737
",{}
http://www.dianping.com/shop/15033406,八大家/红钢城,"15033406
",{}
http://www.dianping.com/shop/72350132,武昌区,"72350132
",{}
http://www.dianping.com/shop/58001439,江岸区,"58001439
",{}
http://www.dianping.com/shop/24963606,古田路,"24963606
",{}
http://www.dianping.com/shop/2381761,解放公园,"2381761
",{}
http://www.dianping.com/shop/21593673,常青花园,"21593673
",{}
http://www.dianping.com/shop/9065518,徐东大街,"9065518
",{}
http://www.dianping.com/shop/18279337,南湖花园,"18279337
",{}
http://www.dianping.com/shop/67187535,硚口区,"67187535
",{}
http://www.dianping.com/shop/58469752,洪山区,"58469752
",{}
http://www.dianping.com/shop/65561075,南湖花园,"65561075
",{}
http://www.dianping.com/shop/57666639,江汉区,"57666639
",{}
http://www.dianping.com/shop/3453298,江汉路步行街,"3453298
",{}
http://www.dianping.com/shop/58639594,武昌区,"58639594
",{}
http://www.dianping.com/shop/4180852,徐东大街,"4180852
",{}
http://www.dianping.com/shop/4298621,武汉广场,"4298621
",{}
http://www.dianping.com/shop/4288814,光谷/鲁巷,"4288814
",{}
http://www.dianping.com/shop/20797682,珞珈山,"20797682
",{}
http://www.dianping.com/shop/21976517,八大家/红钢城,"21976517
",{}
http://www.dianping.com/shop/79194984,徐东大街,"79194984
",{}
http://www.dianping.com/shop/23722738,硚口区,"23722738
",{}
http://www.dianping.com/shop/3574921,解放公园,"3574921
",{}
http://www.dianping.com/shop/8656250,鹦鹉大道,"8656250
",{}
http://www.dianping.com/shop/18151648,徐东大街,"18151648
",{}
http://www.dianping.com/shop/5572508,光谷/鲁巷,"5572508
",{}
http://www.dianping.com/shop/549049,港澳台风情街,"549049
",{}
http://www.dianping.com/shop/5464988,万松园,"5464988
",{}
http://www.dianping.com/shop/66677541,司门口,"66677541
",{}
http://www.dianping.com/shop/48314073,武昌区,"48314073
",{}
http://www.dianping.com/shop/17239873,六渡桥,"17239873
",{}
http://www.dianping.com/shop/69440969,江汉区,"69440969
",{}
http://www.dianping.com/shop/66109580,汉阳区,"66109580
",{}
http://www.dianping.com/shop/27340219,客运港/江滩,"27340219
",{}
http://www.dianping.com/shop/57498922,青山区,"57498922
",{}
http://www.dianping.com/shop/59095509,蔡甸区,"59095509
",{}
http://www.dianping.com/shop/15115734,奥山世纪城,"15115734
",{}
http://www.dianping.com/shop/57192143,武昌区,"57192143
",{}
http://www.dianping.com/shop/4732682,光谷/鲁巷,"4732682
",{}
http://www.dianping.com/shop/4686862,港澳台风情街,"4686862
",{}
http://www.dianping.com/shop/69081322,江岸区,"69081322
",{}
http://www.dianping.com/shop/34141740,王家湾,"34141740
",{}
